trip_distance_id,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,rate_code_name,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,payment_type_name,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
172,2,2016-03-10T07:52:57,2016-03-10T07:53:12,1,17.49,Standard rate,40.71756363,-73.99820709,0,0,Cash,2.5,0,0.5,0,0,0.3,3.3
173,2,2016-03-10T07:44:24,2016-03-10T07:45:25,1,1.63,Standard rate,0,0,40.76454926,-73.9367218,Cash,2.5,0,0.5,0,0,0.3,3.3
174,2,2016-03-10T10:31:25,2016-03-10T10:32:10,1,1.02,Standard rate,40.76989746,-73.86338043,40.76989746,-73.86338043,Cash,2.5,0,0.5,0,0,0.3,3.3
175,2,2016-03-01T01:20:58,2016-03-01T01:21:00,1,3.17,Negotiated fare,0,0,40.84851074,-73.93808746,Credit card,3,0,0,0,0,0.3,3.3
176,2,2016-03-10T11:14:11,2016-03-10T11:14:56,3,11.15,Standard rate,40.76485825,-73.93717194,40.76485825,-73.93717194,Credit card,2.5,0,0.5,0,0,0.3,3.3
177,1,2016-03-01T06:08:36,2016-03-01T06:08:48,1,12.59,Standard rate,40.71135712,-73.95597076,40.71088791,-73.95627594,No charge,2.5,0,0.5,0,0,0.3,3.3
178,2,2016-03-10T08:12:20,2016-03-10T08:12:22,6,2.67,Standard rate,0,0,0,0,Cash,2.5,0,0.5,0,0,0.3,3.3
179,2,2016-03-10T08:10:17,2016-03-10T08:10:24,1,0.83,Standard rate,0,0,40.76103973,-73.9675293,Cash,2.5,0,0.5,0,0,0.3,3.3
180,2,2016-03-10T07:13:33,2016-03-10T08:44:31,1,0.53,Standard rate,40.64638901,-73.78357697,40.72549057,-74.00492859,Cash,2.5,0,0.5,0,0,0.3,3.3
181,2,2016-03-10T13:30:10,2016-03-10T13:30:11,1,18.04,Standard rate,40.74932861,-73.98262787,40.74863815,-73.98113251,Cash,2.5,0,0.5,0,0,0.3,3.3
182,2,2016-03-10T08:00:17,2016-03-10T08:00:22,2,3.28,Standard rate,0,0,0,0,Cash,2.5,0,0.5,0,0,0.3,3.3
183,2,2016-03-10T12:54:07,2016-03-10T12:54:18,2,2.05,Standard rate,40.75662231,-73.98614502,0,0,Cash,2.5,0,0.5,0,0,0.3,3.3
184,2,2016-03-10T13:55:04,2016-03-10T13:55:22,1,0.94,Standard rate,40.74945068,-73.98374176,40.74945068,-73.98374176,Cash,2.5,0,0.5,0,0,0.3,3.3
185,2,2016-03-10T07:15:34,2016-03-10T07:15:36,5,0.72,Standard rate,0,0,40.76403046,-73.90209961,Cash,2.5,0,0.5,0,0,0.3,3.3
186,2,2016-03-10T08:49:46,2016-03-10T08:49:57,1,1.18,Standard rate,40.76506805,-73.96133423,40.76486206,-73.96124268,Cash,2.5,0,0.5,0,0,0.3,3.3
187,2,2016-03-10T09:28:21,2016-03-10T09:28:27,1,1.57,Standard rate,40.7646904,-73.93695831,40.76465607,-73.93696594,Cash,2.5,0,0.5,0,0,0.3,3.3
188,2,2016-03-10T08:31:07,2016-03-10T08:31:16,1,4.85,Standard rate,40.75201797,-73.97748566,0,0,Cash,2.5,0,0.5,0,0,0.3,3.3
189,2,2016-03-10T08:06:31,2016-03-10T08:07:17,1,0.56,Standard rate,40.70944977,-74.00727844,40.70565033,-74.00832367,Cash,2.5,0,0.5,0,0,0.3,3.3
190,2,2016-03-10T10:46:47,2016-03-10T10:47:02,1,2.58,Standard rate,40.64469147,-73.78202057,40.64487839,-73.78137207,Cash,2.5,0,0.5,0,0,0.3,3.3
191,2,2016-03-10T12:10:15,2016-03-10T12:10:51,1,2.89,Standard rate,40.7646904,-73.93691254,40.7646904,-73.93691254,Credit card,2.5,0,0.5,0,0,0.3,3.3
192,2,2016-03-10T10:31:19,2016-03-10T10:31:22,2,2.55,Standard rate,0,0,0,0,Cash,2.5,0,0.5,0,0,0.3,3.3
193,2,2016-03-10T10:57:56,2016-03-10T10:58:08,2,0.61,Standard rate,40.74534988,-73.98703003,0,0,Cash,2.5,0,0.5,0,0,0.3,3.3
194,2,2016-03-10T11:40:45,2016-03-10T11:40:53,1,1.06,Standard rate,40.64700699,-73.79000854,40.64689636,-73.79006195,Cash,2.5,0,0.5,0,0,0.3,3.3
195,2,2016-03-10T13:46:51,2016-03-10T13:47:16,1,1.26,Standard rate,40.78860855,-73.94903564,40.78860855,-73.94903564,Cash,2.5,0,0.5,0,0,0.3,3.3
196,2,2016-03-10T09:21:57,2016-03-10T09:22:18,1,3.05,Standard rate,40.76464081,-73.93701935,40.76464081,-73.93701935,Credit card,2.5,0,0.5,0,0,0.3,3.3
197,2,2016-03-10T14:22:45,2016-03-10T14:22:47,1,12.92,Standard rate,0,0,0,0,Cash,2.5,0,0.5,0,0,0.3,3.3
198,2,2016-03-10T13:38:30,2016-03-10T13:38:41,6,1.28,Standard rate,40.75019836,-73.9443512,0,0,Cash,2.5,0,0.5,0,0,0.3,3.3
199,2,2016-03-10T11:50:40,2016-03-10T11:50:40,1,2.01,Standard rate,0,0,40.76838684,-73.86254883,Cash,2.5,0,0.5,0,0,0.3,3.3
200,2,2016-03-10T13:23:49,2016-03-10T13:24:23,1,5.54,Standard rate,40.76484299,-73.93687439,40.76470566,-73.93695831,Credit card,2.5,0,0.5,0,0,0.3,3.3
201,1,2016-03-01T05:43:54,2016-03-01T05:44:30,2,0.86,Standard rate,40.75164413,-73.93405151,40.75165176,-73.93403625,Cash,2.5,0,0.5,0,0,0.3,3.3
202,1,2016-03-01T06:04:13,2016-03-01T06:04:21,1,15.18,Standard rate,40.75081253,-73.95002747,40.75081635,-73.95001984,Dispute,2.5,0,0.5,0,0,0.3,3.3
203,2,2016-03-10T14:05:33,2016-03-10T14:05:48,2,3.14,Standard rate,0,0,0,0,Cash,2.5,0,0.5,0,0,0.3,3.3
204,2,2016-03-10T07:46:18,2016-03-10T07:46:22,6,3.13,Standard rate,0,0,0,0,Cash,2.5,0,0.5,0,0,0.3,3.3
205,2,2016-03-10T09:07:47,2016-03-10T09:07:54,5,2.94,Standard rate,40.76386642,-73.90176392,0,0,Cash,2.5,0,0.5,0,0,0.3,3.3
206,2,2016-03-10T10:50:00,2016-03-10T10:50:04,2,4.79,Standard rate,0,0,40.76031876,-73.97373962,Cash,2.5,0,0.5,0,0,0.3,3.3
207,2,2016-03-10T09:08:22,2016-03-10T09:08:39,5,2.53,Standard rate,40.7756958,-73.9606781,40.7756958,-73.9606781,Cash,2.5,0,0.5,0,0,0.3,3.3
208,2,2016-03-01T06:12:00,2016-03-01T06:12:13,5,2.02,Standard rate,40.76298141,-73.90222931,40.76296997,-73.90222931,Cash,2.5,0,0.5,0,0,0.3,3.3
209,2,2016-03-10T12:03:14,2016-03-10T12:03:25,6,4.21,Standard rate,40.6449585,-73.77690125,40.6449585,-73.77690125,Cash,2.5,0,0.5,0,0,0.3,3.3
210,2,2016-03-10T13:53:53,2016-03-10T13:54:06,5,0.67,Standard rate,40.71493149,-74.01609039,40.71546936,-74.01580048,Cash,2.5,0,0.5,0,0,0.3,3.3
211,2,2016-03-10T09:26:16,2016-03-10T09:26:30,1,6.38,Standard rate,40.76212692,-73.97857666,0,0,Cash,2.5,0,0.5,0,0,0.3,3.3
212,2,2016-03-10T13:08:01,2016-03-10T13:08:09,2,1.08,Standard rate,40.75435638,-73.9803772,0,0,Cash,2.5,0,0.5,0,0,0.3,3.3
213,2,2016-03-10T12:56:17,2016-03-10T12:56:20,1,7.4,Standard rate,0,0,40.74168015,-74.00437164,Cash,2.5,0,0.5,0,0,0.3,3.3
214,2,2016-03-10T11:14:16,2016-03-10T11:39:40,1,1.29,Standard rate,40.75882339,-73.97225189,40.75642395,-73.99371338,Cash,2.5,0,0.5,0,0,0.3,3.3
215,2,2016-03-10T08:15:29,2016-03-10T08:15:33,1,1.41,Standard rate,0,0,40.74013901,-73.98665619,Cash,2.5,0,0.5,0,0,0.3,3.3
216,2,2016-03-10T09:43:57,2016-03-10T09:47:07,1,1.34,Standard rate,40.78293991,-73.95696259,40.78300858,-73.95691681,Cash,2.5,0,0.5,0,0,0.3,3.3
217,2,2016-03-10T13:05:11,2016-03-10T13:05:16,6,7.45,Standard rate,40.7240181,-74.00385284,40.72402954,-74.00386047,Cash,2.5,0,0.5,0,0,0.3,3.3
218,2,2016-03-10T09:37:55,2016-03-10T09:38:06,1,5.59,Standard rate,40.75246048,-73.93894958,0,0,Cash,2.5,0,0.5,0,0,0.3,3.3
219,2,2016-03-10T07:48:16,2016-03-10T07:48:53,1,2.04,Standard rate,40.64474106,-73.78188324,40.64474106,-73.78188324,Cash,2.5,0,0.5,0,0,0.3,3.3
220,2,2016-03-10T08:51:08,2016-03-10T08:51:28,1,1.36,Standard rate,40.7621727,-73.97225952,40.76236343,-73.97214508,Cash,2.5,0,0.5,0,0,0.3,3.3
221,2,2016-03-10T13:41:09,2016-03-10T13:41:34,6,3.62,Standard rate,40.75024033,-73.94419861,40.75021362,-73.94425201,Cash,2.5,0,0.5,0,0,0.3,3.3
222,2,2016-03-10T08:11:00,2016-03-10T08:11:02,6,0.77,Standard rate,0,0,0,0,Cash,2.5,0,0.5,0,0,0.3,3.3
223,2,2016-03-01T06:03:26,2016-03-01T06:03:31,1,1.12,Standard rate,40.77056885,-73.91755676,40.76990128,-73.9183197,Cash,2.5,0,0.5,0,0,0.3,3.3
224,2,2016-03-10T10:53:10,2016-03-10T10:53:15,1,2.44,Standard rate,0,0,0,0,Cash,2.5,0,0.5,0,0,0.3,3.3
225,2,2016-03-10T08:16:04,2016-03-10T08:16:16,1,3.38,Standard rate,0,0,40.76097107,-73.99475098,Cash,2.5,0,0.5,0,0,0.3,3.3
226,2,2016-03-10T09:49:01,2016-03-10T09:49:34,5,10.17,Standard rate,40.75725937,-73.98990631,40.75833893,-73.98915863,Cash,2.5,0,0.5,0,0,0.3,3.3
227,2,2016-03-10T12:55:55,2016-03-10T12:55:55,1,1.23,Standard rate,40.75764084,-73.97796631,40.76462555,-73.93698883,Cash,2.5,0,0.5,0,0,0.3,3.3
228,2,2016-03-10T09:35:14,2016-03-10T09:35:23,1,4.19,Standard rate,40.75148773,-73.98977661,0,0,Cash,2.5,0,0.5,0,0,0.3,3.3
229,2,2016-03-10T07:20:38,2016-03-10T07:21:03,1,2.28,Standard rate,40.75992966,-73.96497345,40.75992966,-73.96497345,Cash,2.5,0,0.5,0,0,0.3,3.3
230,2,2016-03-10T10:34:21,2016-03-10T10:34:26,1,3.54,Standard rate,0,0,0,0,Cash,2.5,0,0.5,0,0,0.3,3.3
231,2,2016-03-01T06:00:07,2016-03-01T06:00:11,1,2.09,Standard rate,0,0,0,0,Cash,2.5,0,0.5,0,0,0.3,3.3
232,2,2016-03-10T10:11:26,2016-03-10T10:11:37,1,1.95,Standard rate,40.83768845,-73.92144775,40.83768845,-73.92144775,Cash,2.5,0,0.5,0,0,0.3,3.3
233,2,2016-03-10T13:37:34,2016-03-10T13:37:41,2,2.08,Standard rate,0,0,0,0,Cash,2.5,0,0.5,0,0,0.3,3.3
234,1,2016-03-01T06:07:50,2016-03-01T06:07:50,1,10.42,Standard rate,40.76717758,-73.9863205,0,0,Cash,2.5,0,0.5,0,0,0.3,3.3
235,2,2016-03-10T13:56:24,2016-03-10T13:56:40,5,5.83,Standard rate,0,0,0,0,Cash,2.5,0,0.5,0,0,0.3,3.3
236,2,2016-03-10T07:44:01,2016-03-10T07:44:06,2,1.78,Standard rate,0,0,40.78015137,-73.97688293,Cash,2.5,0,0.5,0,0,0.3,3.3
237,2,2016-03-10T12:43:47,2016-03-10T12:43:55,1,6.05,Standard rate,40.76467133,-73.93679047,40.76465988,-73.93676758,Cash,2.5,0,0.5,0,0,0.3,3.3
238,2,2016-03-10T13:45:59,2016-03-10T13:46:02,6,1.09,Standard rate,0,0,40.77389908,-73.87111664,Cash,2.5,0,0.5,0,0,0.3,3.3
239,2,2016-03-10T14:13:34,2016-03-10T14:14:24,1,17.43,Standard rate,40.64472961,-73.7818985,40.64498138,-73.78128052,Cash,2.5,0,0.5,0,0,0.3,3.3
240,2,2016-03-10T11:17:41,2016-03-10T11:17:48,1,4.6,Standard rate,0,0,0,0,Cash,2.5,0,0.5,0,0,0.3,3.3
241,2,2016-03-10T13:30:10,2016-03-10T13:30:11,1,0.84,Standard rate,40.74932861,-73.98262787,40.74863815,-73.98113251,Dispute,-2.5,0,-0.5,0,0,-0.3,-3.3
242,2,2016-03-10T07:13:33,2016-03-10T08:44:31,1,2.62,Standard rate,40.64638901,-73.78357697,40.72549057,-74.00492859,No charge,-2.5,0,-0.5,0,0,-0.3,-3.3
243,2,2016-03-10T09:49:01,2016-03-10T09:49:34,5,3.79,Standard rate,40.75725937,-73.98990631,40.75833893,-73.98915863,No charge,-2.5,0,-0.5,0,0,-0.3,-3.3
244,2,2016-03-10T11:17:41,2016-03-10T11:17:48,1,1.93,Standard rate,0,0,0,0,Dispute,-2.5,0,-0.5,0,0,-0.3,-3.3
245,2,2016-03-10T13:53:53,2016-03-10T13:54:06,5,1.97,Standard rate,40.71493149,-74.01609039,40.71546936,-74.01580048,Dispute,-2.5,0,-0.5,0,0,-0.3,-3.3
246,2,2016-03-10T07:44:24,2016-03-10T07:45:25,1,0.74,Standard rate,0,0,40.76454926,-73.9367218,Dispute,-2.5,0,-0.5,0,0,-0.3,-3.3
247,2,2016-03-10T11:19:41,2016-03-10T11:19:48,1,6.71,Standard rate,40.76471329,-73.93675995,0,0,Dispute,-2.5,0,-0.5,0,0,-0.3,-3.3
248,2,2016-03-01T06:03:26,2016-03-01T06:03:31,1,4.66,Standard rate,40.77056885,-73.91755676,40.76990128,-73.9183197,No charge,-2.5,0,-0.5,0,0,-0.3,-3.3
249,2,2016-03-10T13:41:09,2016-03-10T13:41:34,6,13.28,Standard rate,40.75024033,-73.94419861,40.75021362,-73.94425201,No charge,-2.5,0,-0.5,0,0,-0.3,-3.3
250,2,2016-03-01T02:40:43,2016-03-01T02:40:50,1,6.81,Standard rate,40.82707214,-73.94639587,0,0,Cash,2.5,0.5,0.5,0,0,0.3,3.8
251,2,2016-03-01T00:57:07,2016-03-01T00:57:23,1,1.44,Standard rate,40.75805664,-73.9799118,40.75804138,-73.97989655,Cash,2.5,0.5,0.5,0,0,0.3,3.8
252,1,2016-03-01T04:47:37,2016-03-01T04:47:58,1,3.08,Standard rate,40.73886871,-73.99952698,40.73946762,-74.00115204,Cash,2.5,0.5,0.5,0,0,0.3,3.8
253,1,2016-03-01T05:34:00,2016-03-01T05:34:12,1,3.91,Standard rate,40.74987411,-73.94377136,40.74991989,-73.94402313,Cash,2.5,0.5,0.5,0,0,0.3,3.8
254,1,2016-03-01T03:20:27,2016-03-01T03:20:43,1,6.24,Standard rate,40.80903625,-73.92976379,40.80755997,-73.93223572,No charge,2.5,0.5,0.5,0,0,0.3,3.8
255,1,2016-03-01T04:29:01,2016-03-01T04:29:29,1,16.28,Standard rate,40.72615433,-74.00153351,40.72657394,-74.00209045,No charge,2.5,0.5,0.5,0,0,0.3,3.8
256,2,2016-03-10T14:19:22,2016-03-10T14:20:41,1,0.01,Standard rate,40.76369858,-73.90216827,40.76372147,-73.90225983,Cash,3,0,0.5,0,0,0.3,3.8
257,2,2016-03-01T05:23:47,2016-03-01T05:23:56,5,0,Standard rate,40.74985886,-73.97914124,40.74914169,-73.97969055,Cash,2.5,0.5,0.5,0,0,0.3,3.8
258,1,2016-03-01T00:21:30,2016-03-01T00:21:54,1,4.29,Standard rate,40.75154114,-73.94527435,40.75154114,-73.94527435,Cash,2.5,0.5,0.5,0,0,0.3,3.8
259,2,2016-03-01T01:49:23,2016-03-01T01:49:52,1,2.64,Standard rate,40.79124069,-73.94486237,40.79133606,-73.9447937,Cash,2.5,0.5,0.5,0,0,0.3,3.8
260,2,2016-03-01T03:48:36,2016-03-01T03:49:05,1,1.66,Standard rate,40.76002884,-73.98987579,40.75997162,-73.98991394,Cash,2.5,0.5,0.5,0,0,0.3,3.8
261,1,2016-03-01T04:04:51,2016-03-01T04:05:21,1,0.59,Standard rate,40.65637589,-73.79386902,40.65637589,-73.79386902,Cash,2.5,0.5,0.5,0,0,0.3,3.8
262,1,2016-03-01T02:53:22,2016-03-01T02:54:03,1,2.39,Standard rate,40.76278305,-73.98313141,40.76268387,-73.98310852,Cash,2.5,0.5,0.5,0,0,0.3,3.8
263,2,2016-03-10T11:48:33,2016-03-10T11:49:56,3,10.29,Standard rate,40.76390839,-73.90168762,40.76390839,-73.90168762,Cash,3,0,0.5,0,0,0.3,3.8
264,1,2016-03-01T00:53:31,2016-03-01T00:53:48,1,8.81,Standard rate,40.64448547,-73.78244781,40.64480209,-73.78192902,Cash,2.5,0.5,0.5,0,0,0.3,3.8
265,2,2016-03-01T04:20:18,2016-03-01T04:20:24,1,5.16,Standard rate,40.75694275,-73.98990631,40.75824356,-73.98803711,Cash,2.5,0.5,0.5,0,0,0.3,3.8
266,1,2016-03-01T05:04:31,2016-03-01T05:04:45,1,2.49,Standard rate,40.74497986,-73.92604828,40.74497986,-73.92604828,Cash,2.5,0.5,0.5,0,0,0.3,3.8
267,1,2016-03-01T00:18:42,2016-03-01T00:19:12,1,0.82,Standard rate,40.75154114,-73.94527435,40.75154114,-73.94527435,Cash,2.5,0.5,0.5,0,0,0.3,3.8
268,1,2016-03-01T00:17:00,2016-03-01T00:17:11,1,0.97,Standard rate,40.7336998,-73.9879303,40.7336998,-73.9879303,Cash,2.5,0.5,0.5,0,0,0.3,3.8
269,1,2016-03-01T00:47:43,2016-03-01T00:47:45,1,1.11,Standard rate,40.71788025,-73.95555115,40.71788025,-73.95555115,Cash,2.5,0.5,0.5,0,0,0.3,3.8
270,1,2016-03-01T00:52:37,2016-03-01T00:52:59,1,6.75,Standard rate,40.75653458,-73.96814728,40.75632095,-73.96791077,Cash,2.5,0.5,0.5,0,0,0.3,3.8
271,1,2016-03-01T02:42:49,2016-03-01T02:42:57,1,8.17,Standard rate,40.7515564,-73.94502258,40.7515564,-73.94500732,Cash,2.5,0.5,0.5,0,0,0.3,3.8
272,1,2016-03-01T04:58:10,2016-03-01T04:59:06,1,0.39,Standard rate,40.81085587,-73.93030548,40.81086731,-73.93032074,Cash,2.5,0.5,0.5,0,0,0.3,3.8
273,2,2016-03-01T05:47:52,2016-03-01T05:47:56,6,1.46,Standard rate,0,0,40.83710861,-73.86148834,Cash,2.5,0.5,0.5,0,0,0.3,3.8
274,1,2016-03-01T03:33:52,2016-03-01T03:34:53,2,2.76,Standard rate,40.8270874,-73.88736725,40.8270874,-73.88696289,Cash,2.5,0.5,0.5,0,0,0.3,3.8
275,1,2016-03-01T00:11:21,2016-03-01T00:11:21,1,4.05,Standard rate,40.7515564,-73.94494629,0,0,Cash,2.5,0.5,0.5,0,0,0.3,3.8
276,1,2016-03-01T00:16:27,2016-03-01T00:16:30,1,5.51,Standard rate,40.64535904,-73.7766571,40.64537811,-73.7766571,Cash,2.5,0.5,0.5,0,0,0.3,3.8
277,1,2016-03-01T05:17:17,2016-03-01T05:17:19,1,3.57,Standard rate,40.75043106,-73.95115662,40.75043106,-73.95116425,No charge,2.5,0.5,0.5,0,0,0.3,3.8
278,2,2016-03-01T04:47:20,2016-03-01T04:47:23,1,2.88,Standard rate,0,0,0,0,Cash,2.5,0.5,0.5,0,0,0.3,3.8
279,1,2016-03-01T00:15:46,2016-03-01T00:16:00,1,0.87,Standard rate,40.75154114,-73.94527435,40.75154114,-73.94527435,Cash,2.5,0.5,0.5,0,0,0.3,3.8
280,2,2016-03-10T14:20:15,2016-03-10T14:22:02,1,0.43,Standard rate,40.75203323,-73.97887421,40.75211716,-73.97900391,Cash,3,0,0.5,0,0,0.3,3.8
281,2,2016-03-10T11:42:44,2016-03-10T11:44:30,1,0.52,Standard rate,40.76374054,-73.90225983,40.76371002,-73.90225983,Cash,3,0,0.5,0,0,0.3,3.8
282,2,2016-03-10T09:00:39,2016-03-10T09:01:47,5,1.25,Standard rate,40.76398087,-73.90196991,40.76401138,-73.90203094,Cash,3,0,0.5,0,0,0.3,3.8
283,2,2016-03-01T05:11:56,2016-03-01T05:12:03,5,0.69,Standard rate,40.75400162,-73.88126373,40.75400162,-73.88126373,Cash,2.5,0.5,0.5,0,0,0.3,3.8
284,1,2016-03-01T05:43:57,2016-03-01T05:44:58,1,1.17,Standard rate,40.64456177,-73.78195953,40.64466476,-73.78175354,Cash,3,0,0.5,0,0,0.3,3.8
285,2,2016-03-10T07:11:55,2016-03-10T07:13:17,5,1.99,Standard rate,40.76422119,-73.90211487,40.76423264,-73.90207672,Cash,3,0,0.5,0,0,0.3,3.8
286,1,2016-03-01T00:16:17,2016-03-01T00:16:23,1,18.85,Standard rate,40.75154114,-73.94527435,40.75154114,-73.94527435,Cash,2.5,0.5,0.5,0,0,0.3,3.8
287,1,2016-03-01T00:22:08,2016-03-01T00:22:26,1,2.16,Standard rate,40.75154114,-73.94527435,40.75154114,-73.94527435,Cash,2.5,0.5,0.5,0,0,0.3,3.8
288,2,2016-03-01T00:10:00,2016-03-01T00:10:04,1,2.56,Standard rate,40.75687408,-73.98977661,40.75677109,-73.98988342,Cash,2.5,0.5,0.5,0,0,0.3,3.8
289,1,2016-03-01T02:39:33,2016-03-01T02:39:40,1,6.03,Standard rate,40.72578049,-73.98378754,40.72612,-73.98347473,No charge,2.5,0.5,0.5,0,0,0.3,3.8
290,1,2016-03-01T05:06:27,2016-03-01T05:06:35,1,8.35,Standard rate,40.77816391,-73.94869232,40.77813721,-73.94863129,No charge,2.5,0.5,0.5,0,0,0.3,3.8
291,2,2016-03-10T08:11:10,2016-03-10T08:12:31,1,17.17,Standard rate,40.7638588,-73.90193939,40.76385117,-73.90196228,Cash,3,0,0.5,0,0,0.3,3.8
292,2,2016-03-01T00:30:07,2016-03-01T00:30:26,2,19.57,Standard rate,0,0,0,0,Cash,2.5,0.5,0.5,0,0,0.3,3.8
293,1,2016-03-01T02:19:36,2016-03-01T02:20:02,1,3.06,Standard rate,40.75794601,-73.97106934,40.75782013,-73.9710083,No charge,2.5,0.5,0.5,0,0,0.3,3.8
294,2,2016-03-01T01:37:58,2016-03-01T01:38:03,2,2.43,Standard rate,0,0,0,0,Cash,2.5,0.5,0.5,0,0,0.3,3.8
295,2,2016-03-01T02:27:28,2016-03-01T02:27:33,6,9.7,Standard rate,0,0,0,0,Credit card,2.5,0.5,0.5,0,0,0.3,3.8
296,2,2016-03-01T05:05:16,2016-03-01T05:05:26,1,0.02,Standard rate,40.64487076,-73.78173065,0,0,Cash,2.5,0.5,0.5,0,0,0.3,3.8
297,2,2016-03-10T12:19:25,2016-03-10T12:20:34,1,4.81,Standard rate,40.76375961,-73.90229797,40.76377106,-73.90229797,Cash,3,0,0.5,0,0,0.3,3.8
298,1,2016-03-01T00:20:08,2016-03-01T00:20:42,1,17.47,Standard rate,40.75154114,-73.94527435,40.75154114,-73.94527435,Cash,2.5,0.5,0.5,0,0,0.3,3.8
299,1,2016-03-01T00:24:39,2016-03-01T00:24:42,1,1.61,Standard rate,40.75154114,-73.94527435,40.75154114,-73.94527435,No charge,2.5,0.5,0.5,0,0,0.3,3.8
300,1,2016-03-01T05:44:48,2016-03-01T05:45:14,1,3.03,Standard rate,40.75143814,-73.94540405,40.75144577,-73.94541168,Cash,2.5,0.5,0.5,0,0,0.3,3.8
301,2,2016-03-10T11:43:15,2016-03-10T11:45:54,3,5.56,Standard rate,40.76390076,-73.90181732,40.76388931,-73.90180206,Cash,3,0,0.5,0,0,0.3,3.8
302,2,2016-03-01T00:05:48,2016-03-01T00:05:52,1,3.85,Standard rate,0,0,0,0,Cash,2.5,0.5,0.5,0,0,0.3,3.8
303,1,2016-03-01T02:29:01,2016-03-01T02:29:12,1,2.13,Standard rate,40.65692139,-73.79433441,40.65692139,-73.79433441,Cash,2.5,0.5,0.5,0,0,0.3,3.8
304,1,2016-03-01T03:54:00,2016-03-01T03:54:05,1,8.91,Standard rate,40.60476303,-73.97429657,40.60476685,-73.97429657,Cash,2.5,0.5,0.5,0,0,0.3,3.8
305,1,2016-03-01T05:48:25,2016-03-01T05:48:29,1,7.82,Standard rate,40.76198578,-73.99206543,40.76200485,-73.9920578,Cash,2.5,0.5,0.5,0,0,0.3,3.8
306,1,2016-03-01T04:58:09,2016-03-01T05:00:37,1,9.66,Standard rate,40.76591873,-73.97686005,40.76592636,-73.97685242,Cash,2.5,0.5,0.5,0,0,0.3,3.8
307,1,2016-03-01T02:36:27,2016-03-01T02:36:27,1,1.69,Standard rate,0,0,0,0,Cash,2.5,0.5,0.5,0,0,0.3,3.8
308,1,2016-03-01T00:19:34,2016-03-01T00:19:53,1,0.65,Standard rate,40.75154114,-73.94527435,40.75154114,-73.94527435,Cash,2.5,0.5,0.5,0,0,0.3,3.8
309,1,2016-03-01T00:20:57,2016-03-01T00:21:14,1,4.75,Standard rate,40.75154114,-73.94527435,40.75154114,-73.94527435,Cash,2.5,0.5,0.5,0,0,0.3,3.8
310,2,2016-03-01T01:47:33,2016-03-01T01:47:58,1,2.87,Standard rate,40.7509613,-73.99381256,40.75105667,-73.99375153,Cash,2.5,0.5,0.5,0,0,0.3,3.8
311,1,2016-03-01T05:45:30,2016-03-01T05:45:48,1,2.34,Standard rate,40.76324463,-73.9828186,40.76322556,-73.9828186,No charge,2.5,0.5,0.5,0,0,0.3,3.8
312,2,2016-03-10T13:13:33,2016-03-10T13:14:57,1,2.14,Standard rate,40.76486969,-73.93710327,40.76498032,-73.93717194,Credit card,3,0,0.5,0,0,0.3,3.8
313,2,2016-03-10T09:27:53,2016-03-10T09:29:18,1,22,Standard rate,40.76131821,-73.99571228,40.7614212,-73.9957428,Cash,3,0,0.5,0,0,0.3,3.8
314,2,2016-03-10T11:37:40,2016-03-10T11:39:00,1,4.69,Standard rate,40.74186707,-74.0042572,40.74188232,-74.0043869,Cash,3,0,0.5,0,0,0.3,3.8
315,1,2016-03-01T00:38:58,2016-03-01T00:39:27,1,13.27,Standard rate,40.75143814,-73.94539642,40.75143814,-73.94539642,Cash,2.5,0.5,0.5,0,0,0.3,3.8
316,1,2016-03-01T03:25:38,2016-03-01T03:25:44,1,2.15,Standard rate,40.65631485,-73.79432678,40.65631485,-73.79432678,Cash,2.5,0.5,0.5,0,0,0.3,3.8
317,2,2016-03-01T00:16:42,2016-03-01T00:17:54,1,1.81,Standard rate,40.77124786,-73.95046234,40.77125549,-73.95048523,Cash,2.5,0.5,0.5,0,0,0.3,3.8
318,1,2016-03-01T01:44:03,2016-03-01T01:44:03,2,0.81,Standard rate,40.72423553,-73.99706268,0,0,Cash,2.5,0.5,0.5,0,0,0.3,3.8
319,2,2016-03-01T00:08:36,2016-03-01T00:08:41,1,3.1,Standard rate,40.76471329,-73.93682861,40.76469421,-73.93683624,Cash,2.5,0.5,0.5,0,0,0.3,3.8
320,1,2016-03-01T00:42:12,2016-03-01T00:42:59,1,18.67,Standard rate,40.73901749,-73.99449158,40.7390213,-73.99449158,Cash,2.5,0.5,0.5,0,0,0.3,3.8
321,2,2016-03-01T00:06:54,2016-03-01T00:07:11,2,18.05,Standard rate,40.64509583,-73.7869339,40.64509583,-73.7869339,Cash,2.5,0.5,0.5,0,0,0.3,3.8
322,1,2016-03-01T05:44:50,2016-03-01T05:45:27,1,8.74,Standard rate,40.75617981,-73.99035645,40.75716782,-73.98959351,No charge,2.5,0.5,0.5,0,0,0.3,3.8
323,1,2016-03-01T01:26:24,2016-03-01T01:27:20,2,12.76,Standard rate,40.72631836,-73.98332977,40.72650146,-73.9842453,No charge,2.5,0.5,0.5,0,0,0.3,3.8
